parking lot unavailable, utensils greasy, 0
experience depressing, utensils washed, 0
place near, drinks perfectly cooked, 0
food excellent, menu good, 1
price low, prices not too expensive, 1
parking space available, parking lot safe, 1
chair dirty, chicken cold, 0
furniture great, parking area narrow, 0
utensils stained, experience beautiful, 0
address trustable, staff horrible, 0
salad not seasoned, main course terrible, 1
air conditioning bad taste, air conditioning terrible, 1
address remote, place unsafe, 1
parking area safe, place dangerous, 0
area unsecure, cost low, 0
atmosphere beautiful, price good, 0
experience horrible, air conditioning dark, 1
main course healthy, cost expensive, 0
drinks very spicy, snack delicious, 0
cost acceptable, payment acceptable, 1
room clean, parking space poor, 0
area near, ambiance cozy, 0
place hard to find, parking space poor, 1
parking free, cutlery lavish, 0
parking greasy, waitress grumpy, 0
waitress grumpy, fork greasy, 0
cutlery poor, ambiance happy, 0
music happy, waitress not so helpful, 0
steak flavorless, parking space available, 0
waiter knowledgable, air conditioner memorable, 0
location dark, plate in bad shape, 0
waitress knowledgable, cost exaggerated, 0
rice flavorless, line good, 0
utensils impeccable, spoon impeccable, 1
parking area available, parking lot empty, 1
steak cold, entree boring, 1
waiter likable, staff professional, 1
parking lot narrow, place safe, 0
dessert savory, place dangerous, 0
ambiance comfortable, ambiance charming, 1
payment method acceptable, waiter not so helpful, 0
setting crowded, environment crowded, 1
price hot, utensils not washed, 0
place bad, parking area narrow, 0
cost exaggerated, payment high, 1
area far, place unsafe, 1
parking lot large, place safe, 1
organization quick, utensils white clean, 0
staff well trained, waiters horrible, 0
line not so helpful, area far, 0
air conditioning great, waiters bad, 0
address good, breakfast high quality, 0
air conditioner cozy, address near, 0
glasses impeccable, dishes very spicy, 0
parking space free, cooking high quality, 0
service likable, parking area safe, 0
silverware greasy, meat high quality, 0
payment fair, parking hard to find, 0
place cozy, setting excellent, 1
table stained, main course disgusting, 0
main unappetizing, steak flavorless, 1
price hot, price hot, 1
cutlery white clean, kitchen dirty, 0
knife greasy, payment low, 0
prices overpriced, payment method overpriced, 1
payment overpriced, area lively, 0
plate well seasoned, menu excellent, 1
utensils greasy, chairs in bad shape, 1
parking area unavailable, air conditioning dark, 0
bathroom dirty, main course yum, 0
utensils clean, utensils washed, 1
snack healthy, staff grumpy, 0
atmosphere dark, cost low, 0
utensils impeccable, parking area narrow, 0
place remote, area lively, 0
location good, parking lot large, 0
main dish healthy, price hot, 0
waitresses fast, service quick, 1
parking space free, parking space narrow, 0
location secure, area trustable, 1
place popular, address good, 1
food not seasoned, payment method costly, 0
place crowded, furniture bad, 1
parking area small, parking space hard to find, 1
payment good, cost low, 1
silverware very clean, location near, 0
main dish healthy, fork in bad shape, 0
price good, payment good, 1
parking space narrow, furniture not washed, 0
prices not too expensive, pizza well seasoned, 0
music depressing, area unsecure, 0
pizza unappetizing, entree gross, 1
place good, cost costly, 0
payment method good, cost affordable, 1
air conditioning great, lighting adequate, 1
service very slow, cost cheap, 0
main course organic, kitchen in bad shape, 0
staff quick, payment method affordable, 0
waitress knowledgable, environment beautiful, 0
place safe, parking lot large, 1
environment good, plates in bad shape, 0
branch high quality, plate high quality, 1
cooking high quality, parking convenience hard to find, 0
waiters very slow, organization bad, 1
bathroom in bad shape, entree gross, 0
air conditioning bad taste, ambiance boring, 1
entree flat, meal cold, 1
place in bad shape, parking lot empty, 0
place terrible, parking lot hard to find, 0
parking space poor, line not so helpful, 0
parking lot safe, parking area available, 1
place poor, parking area narrow, 1
entree cold, chicken unappetizing, 1
setting horrible, ambiance noisy, 1
glass dirty, waitresses quick, 0
payment method low, cost low, 1
furniture terrible, cashier grumpy, 0
parking area empty, air conditioning adequate, 0
address safe, price expensive, 0
waiter not so helpful, cutlery not washed, 0
payment method hot, cost high, 1
dinner succulent, room bright, 0
place dark, payment fair, 0
setting beautiful, ambiance crowded, 0
fish healthy, payment method high, 0
air conditioning beautiful, cutlery impeccable, 0
facade impeccable, cutlery clean, 1
cost acceptable, payment acceptable, 1
parking area large, parking available, 1
parking space available, parking lot free, 1
parking space safe, parking free, 1
area good, payment method expensive, 0
music happy, main dish yummy, 0
location unsafe, lunch flavorless, 0
area unsecure, organization not so helpful, 0
place remote, parking space available, 0
area dark, waiters not professional, 0
waitresses quick, staff fast, 1
price high, cost overpriced, 1
organization slow, waiters very slow, 1
rice delicious, ambiance uncomfortable, 0
parking lot hard to find, parking space hard to find, 1
snack high quality, experience bad taste, 0
air conditioner dark, location dark, 0
payment method fair, parking area safe, 0
price high, cost exaggerated, 1
parking convenience hard to find, area dark, 0
cutlery not washed, furniture in bad shape, 1
line well trained, location unsafe, 0
price not too expensive, parking space empty, 0
parking space available, ambiance calming, 0
waitresses not professional, waiters well trained, 0
organization good, parking area available, 0
line quick, prices low, 0
place unsecure, address good, 0
price cheap, place dangerous, 0
cost overpriced, hall greasy, 0
area bad, place dark, 1
payment method good, waiters grumpy, 0
staff helpful, service fast, 1
payment method acceptable, service fast, 0
air conditioning crowded, parking area small, 0
payment method hot, payment method overpriced, 1
air conditioning sophisticated, experience great, 1
silverware clean, parking area large, 0
environment good, parking lot available, 0
soup high quality, area unsafe, 0
cost affordable, payment method hot, 0
silverware greasy, cutlery bad, 1
parking space large, parking free, 1
main dish healthy, plate high quality, 1
parking lot free, parking area free, 1
furniture horrible, area polluted, 0
parking hard to find, cashier not professional, 0
bathroom dirty, payment method low, 0
facade in bad shape, menu yummy, 0
air conditioning crowded, experience bad taste, 1
place narrow, parking area unavailable, 1
place trustable, address unsecure, 0
parking area empty, waiter grumpy, 0
prices low, parking lot hard to find, 0
waiter grumpy, experience boring, 0
cost acceptable, dish well seasoned, 0
utensils bad, place not washed, 1
room white clean, hall clean, 1
bathroom very clean, bathroom not washed, 0
dinner high quality, beverage healthy, 1
parking space unavailable, parking space narrow, 1
parking space hard to find, fare yummy, 0
environment happy, location good, 0
parking area poor, place narrow, 1
area dark, prices overpriced, 0
payment good, food organic, 0
meat organic, meals savory, 0
location dangerous, parking space available, 0
setting dark, utensils lavish, 0
place small, table impeccable, 0
parking area narrow, main course okay, 0
cost overpriced, place dangerous, 0
pizza bad, cost high, 0
staff slow, organization grumpy, 1
payment method costly, meal very spicy, 0
payment fair, price good, 1
parking area free, air conditioning great, 0
plate very spicy, parking area free, 0
lighting dark, cost not too expensive, 0
parking space small, parking lot small, 1
cost good, cost affordable, 1
cooking high quality, facade in bad shape, 0
dessert delicious, place secure, 0
ambiance bad taste, music bad, 1
tray in bad shape, place disgusting, 1
parking convenience hard to find, place small, 1
silverware disgusting, cutlery disgusting, 1
main course delicious, cost exaggerated, 0
payment high, price hot, 1
location far, chair dirty, 0
fare high quality, parking area small, 0
payment method affordable, experience bad taste, 0
location bad, place dangerous, 1
place good taste, environment nice, 1
service knowledgable, location safe, 0
music depressing, air conditioner boring, 1
entree flat, hygiene very clean, 0
location near, parking area narrow, 0
dinner high quality, plate bright, 0
parking area poor, payment method costly, 0
meat savory, beverage savory, 1
lunch high quality, soup well seasoned, 0
environment good, music boring, 0
glass greasy, silverware luxurious, 0
glass bad, bathroom dirty, 1
kitchen impeccable, payment method good, 0
environment dark, furniture terrible, 1
parking area safe, place crowded, 0
organization fast, cashier likable, 1
cashier knowledgable, line quick, 1
cooking good, chicken bad, 0
price hot, cost exaggerated, 1
location unsecure, waitress not professional, 0
furniture dirty, entree delicious, 0
payment method not too expensive, chair greasy, 0
area trustable, cutlery poor, 0
cost costly, place horrible, 0
cost fair, parking lot free, 0
fork greasy, utensils bad, 1
parking area hard to find, prices high, 0
organization bad, place large, 0
place near, place good, 1
parking area safe, menu very spicy, 0
payment method hot, parking available, 0
experience memorable, parking available, 0
setting terrible, parking space narrow, 0
knife bad, line not so helpful, 0
price cheap, payment method acceptable, 1
knife not washed, parking space hard to find, 0
spoon very clean, waitresses not so helpful, 0
place dangerous, place bad, 1
place small, cuisine excellent, 0
salad delicious, rice ok, 1
place bad, glasses in bad shape, 0
parking space safe, parking lot free, 1
staff high quality, waiter well trained, 1
line not so helpful, waitresses bad, 1
rice delicious, dinner delicious, 1
ambiance attractive, cooking high quality, 0
dishes impeccable, price fair, 0
plate bad, parking area unavailable, 0
atmosphere terrible, experience terrible, 1
waiters very slow, address touristy, 0
bathroom greasy, table greasy, 1
atmosphere noisy, services very slow, 0
place small, parking lot unavailable, 1
air conditioning horrible, parking lot empty, 0
price not too expensive, payment method costly, 0
address bad, place dark, 1
music pleasant, location secure, 0
parking lot safe, location dark, 0
plates very clean, line not so helpful, 0
bathroom impeccable, place bad, 0
chairs impeccable, tray impeccable, 1
beverage excellent, parking space free, 0
chicken bad, fish flavorless, 1
air conditioner terrible, air conditioner uncomfortable, 1
waitress not so helpful, line not so helpful, 1
silverware stained, services very slow, 0
salad not seasoned, payment method not too expensive, 0
parking area narrow, place hard to find, 1
price affordable, payment method costly, 0
location bad, place unsecure, 1
place nice, food very spicy, 0
fish delicious, steak good, 1
payment low, main dish interesting, 0
area secure, area touristy, 1
area dangerous, table not washed, 0
price overpriced, parking space free, 0
line good, fare yum, 0
chicken delicious, utensils disgusting, 0
buffet in bad shape, payment method expensive, 0
meat good, dishes succulent, 1
cashier horrible, place dangerous, 0
waiters quick, cost costly, 0
place touristy, location trustable, 1
silverware very clean, price affordable, 0
area near, area near, 1
price good, price good, 1
address unsecure, place narrow, 0
dishes high quality, main dish delicious, 0
environment noisy, atmosphere uncomfortable, 1
steak very spicy, plate very spicy, 1
dish not seasoned, service quick, 0
entree ok, utensils stained, 0
payment method high, cashier likable, 0
cost acceptable, service helpful, 0
prices high, area near, 0
payment high, payment method overpriced, 1
air conditioning good, waiter likable, 0
place small, cuisine yum, 0
place safe, parking space large, 1
place trustable, address near, 1
beverage yum, soup delicious, 1
glass clean, fish perfectly cooked, 0
payment method affordable, price acceptable, 1
glass clean, service high quality, 0
services good, organization quick, 1
parking area small, address remote, 0
air conditioner horrible, parking area hard to find, 0
experience nice, cost costly, 0
food healthy, chicken high quality, 1
location dark, place dark, 1
service horrible, place safe, 0
dish unappetizing, ventilation great, 0
prices not too expensive, parking lot hard to find, 0
parking area large, location touristy, 0
spoon impeccable, room impeccable, 1
hall clean, waitress knowledgable, 0
cashier slow, organization not professional, 1
waitress not so helpful, parking lot hard to find, 0
payment overpriced, cost exaggerated, 1
cost costly, air conditioner boring, 0
furniture clean, place impeccable, 1
cost fair, place free, 0
cost good, payment method affordable, 1
area far, area unsafe, 1
place not washed, place far, 0
decor great, payment method overpriced, 0
price acceptable, cashier bad, 0
staff high quality, cashier high quality, 1
meal perfectly cooked, payment method cheap, 0
location dangerous, address remote, 1
parking lot small, ambiance attractive, 0
parking area safe, chairs impeccable, 0
price overpriced, cutlery disgusting, 0
parking hard to find, payment method expensive, 0
parking lot poor, prices overpriced, 0
place good, line high quality, 0
place bad, parking lot poor, 0
service well trained, area dangerous, 0
drink unappetizing, trays very clean, 0
ambiance sad, parking space small, 0
environment uncomfortable, food healthy, 0
music sad, knife greasy, 0
payment method low, parking space poor, 0
location dangerous, tray impeccable, 0
parking area safe, parking area available, 1
location good, parking convenience hard to find, 0
area safe, furniture comfortable, 0
music good taste, area popular, 0
location unsecure, area far, 1
cuisine perfectly cooked, service high quality, 0
utensils lavish, tray in bad shape, 0
air conditioning good, parking space hard to find, 0
glass in bad shape, dish not washed, 1
air conditioning happy, air conditioning great, 1
hall very clean, parking impeccable, 1
soup bland, cost exaggerated, 0
chicken flavorless, price not too expensive, 0
food flavorless, waitress grumpy, 0
service professional, waiter likable, 1
parking area large, parking space free, 1
place remote, environment boring, 0
parking lot large, parking available, 1
address trustable, room stained, 0
room impeccable, cost good, 0
parking space narrow, payment not too expensive, 0
price good, location dangerous, 0
room dirty, kitchen dirty, 1
breakfast savory, breakfast yummy, 1
glasses in bad shape, cost not too expensive, 0
ambiance charming, main course organic, 0
waitresses good, service knowledgable, 1
utensils stained, utensils in bad shape, 1
silverware white clean, bathroom clean, 1
music terrible, atmosphere noisy, 1
furniture bright, dish very spicy, 0
cashier bad, place remote, 0
service friendly, payment overpriced, 0
cashier grumpy, drink healthy, 0
dishes impeccable, line fast, 0
soup high quality, parking convenience hard to find, 0
cost exaggerated, payment method high, 1
experience bad, parking space safe, 0
cashier grumpy, cost low, 0
parking area free, parking lot free, 1
music dark, payment low, 0
soup healthy, air conditioning charming, 0
snack delicious, food good, 1
buffet impeccable, place bright, 1
service not professional, line bad, 1
area remote, air conditioner terrible, 0
place large, parking space empty, 1
lighting horrible, price good, 0
address secure, place far, 0
area far, area safe, 0
area near, plate flavorless, 0
payment method expensive, price overpriced, 1
parking free, parking area available, 1
pasta good, waiters very slow, 0
air conditioning great, place empty, 0
cost costly, location remote, 0
cuisine succulent, main dish high quality, 0
parking space hard to find, area trustable, 0
organization good, place horrible, 0
payment high, setting horrible, 0
place unsafe, price not too expensive, 0
breakfast high quality, rice not seasoned, 0
environment dark, parking lot empty, 0
air conditioner noisy, experience uncomfortable, 1
plate greasy, service helpful, 0
cashier not so helpful, silverware greasy, 0
parking lot safe, place large, 1
cutlery luxurious, place bad, 0
location good, location safe, 1
location good, place lively, 1
place dangerous, plate flat, 0
place impeccable, main dish organic, 0
branch high quality, experience nice, 0
cost exaggerated, payment method high, 1
chair not washed, cooking ok, 0
cashier well trained, cashier quick, 1
main dish bland, pizza flavorless, 1
air conditioner depressing, table stained, 0
main dish flat, rice bad, 1
waiters quick, ambiance depressing, 0
staff quick, service well trained, 1
area unsecure, buffet greasy, 0
payment method low, location downtown, 0
area far, area dark, 1
cutlery greasy, silverware in bad shape, 1
prices overpriced, waitresses horrible, 0
service fast, service well trained, 1
cost acceptable, location near, 0
experience good taste, drink healthy, 0
payment method cheap, furniture horrible, 0
price expensive, main dish delicious, 0
meat high quality, dessert high quality, 1
area dangerous, dessert tasty, 0
address unsecure, payment low, 0
furniture horrible, place dark, 0
beverage unappetizing, main course unappetizing, 1
place great, environment good, 1
parking lot free, parking area free, 1
main dish high quality, salad high quality, 1
parking area small, parking space unavailable, 1
place remote, payment method hot, 0
parking space free, waiter very slow, 0
soup not seasoned, cost exaggerated, 0
dessert not seasoned, place lively, 0
ambiance uncomfortable, address unsecure, 0
knife bad, lighting horrible, 0
place unsafe, meal yum, 0
payment method costly, parking convenience hard to find, 0
parking area unavailable, services good, 0
payment method fair, address far, 0
cost affordable, payment not too expensive, 1
entree okay, dessert tasty, 1
chicken well seasoned, main high quality, 0
menu okay, entree good, 1
dessert very spicy, main course very spicy, 1
glass impeccable, cooking okay, 0
air conditioner boring, organization not so helpful, 0
place small, air conditioning pleasant, 0
price affordable, price cheap, 1
utensils disgusting, staff well trained, 0
main course savory, experience beautiful, 0
price high, place empty, 0
place safe, area popular, 1
price cheap, payment method low, 1
place dark, place remote, 1
services knowledgable, waitresses knowledgable, 1
waitresses high quality, experience great, 0
cashier quick, fish high quality, 0
prices low, parking lot empty, 0
experience bad taste, air conditioner pleasant, 0
location secure, waiters not professional, 0
glass very clean, address touristy, 0
parking space available, place large, 1
meat organic, air conditioner adequate, 0
area far, place unsafe, 1
place far, address unsecure, 1
silverware lavish, utensils shining, 1
place hard to find, parking area small, 1
ambiance cozy, air conditioning good taste, 1
cooking excellent, rice yum, 1
place large, location near, 0
fish healthy, cost not too expensive, 0
silverware bright, parking convenience hard to find, 0
decor nice, lighting adequate, 1
buffet impeccable, silverware bright, 1
food smells good, parking space empty, 0
air conditioner fancy, air conditioning sophisticated, 1
plates greasy, air conditioning bad, 0
line good, line helpful, 1
price expensive, silverware not washed, 0
location downtown, service bad, 0
parking in bad shape, address bad, 0
place available, parking space empty, 1
buffet impeccable, location bad, 0
place beautiful, atmosphere excellent, 1
place large, parking space empty, 1
air conditioner boring, ambiance boring, 1
place dangerous, music horrible, 0
cost overpriced, parking lot narrow, 0
decor nice, air conditioner attractive, 1
cashier professional, fish yummy, 0
area bad, room disgusting, 0
line slow, area lively, 0
cost high, waitresses bad, 0
location bad, environment crowded, 0
place hard to find, parking space narrow, 1
kitchen very clean, cutlery white clean, 1
payment low, prices low, 1
place narrow, cashier friendly, 0
chicken high quality, air conditioner beautiful, 0
payment method acceptable, table white clean, 0
area unsecure, payment method affordable, 0
parking lot empty, place large, 1
place free, place safe, 1
staff horrible, parking available, 0
setting pleasant, music soothing, 1
music horrible, environment dark, 1
parking lot unavailable, waiter knowledgable, 0
parking lot small, parking lot unavailable, 1
service friendly, price low, 0
main course ok, rice ok, 1
lunch high quality, main dish high quality, 1
payment method low, parking lot empty, 0
parking lot available, parking lot large, 1
chicken healthy, meat organic, 1
organization high quality, address far, 0
payment method hot, ambiance adequate, 0
pasta delicious, line high quality, 0
parking space available, parking space free, 1
furniture dark, parking free, 0
parking lot free, fish tasty, 0
parking lot safe, steak savory, 0
service not professional, price hot, 0
snack high quality, area bad, 0
location remote, payment method costly, 0
dish savory, fare yummy, 1
price overpriced, prices overpriced, 1
main unappetizing, parking area safe, 0
parking area large, place safe, 1
cooking high quality, beverage high quality, 1
location remote, area dangerous, 1
payment method costly, staff knowledgable, 0
cost costly, cost affordable, 0
bathroom dirty, plate clean, 0
kitchen not washed, atmosphere comfortable, 0
payment low, cost good, 1
place popular, dish unappetizing, 0
lunch flavorless, drink terrible, 1
hall clean, payment fair, 0
rice good, staff not professional, 0
parking space unavailable, main course bad, 0
area dangerous, place far, 1
payment overpriced, main dish healthy, 0
address remote, area remote, 1
service well trained, cost expensive, 0
facade in bad shape, silverware very clean, 0
area trustable, area lively, 1
table impeccable, setting beautiful, 0
waitresses horrible, place safe, 0
ambiance sad, cost fair, 0
service well trained, line quick, 1
ambiance horrible, atmosphere noisy, 1
trays in bad shape, price affordable, 0
line quick, service fast, 1
service not professional, snack high quality, 0
meat healthy, parking area empty, 0
prices overpriced, parking lot available, 0
chairs impeccable, ambiance noisy, 0
organization not so helpful, parking area available, 0
main course high quality, entree organic, 1
cost affordable, cost good, 1
waiters well trained, payment method fair, 0
cost fair, price cheap, 1
area popular, place trustable, 1
price low, cost exaggerated, 0
steak savory, soup healthy, 0
staff quick, service good, 1
line no delay, cost high, 0
parking space empty, parking lot empty, 1
service bad, cost exaggerated, 0
air conditioning great, experience sad, 0
plate bright, breakfast high quality, 0
address touristy, cost exaggerated, 0
bathroom disgusting, utensils dirty, 1
menu unappetizing, parking lot large, 0
cost costly, parking convenience hard to find, 0
payment method costly, air conditioning nice, 0
payment high, price hot, 1
place unsecure, chair clean, 0
staff knowledgable, service helpful, 1
air conditioner terrible, tray clean, 0
cost exaggerated, ambiance happy, 0
utensils stained, location secure, 0
service bad, waitress knowledgable, 0
place safe, parking lot empty, 1
meals high quality, service knowledgable, 0
waitress very slow, service horrible, 1
prices high, parking space free, 0
breakfast high quality, glass dirty, 0
place remote, waiters good, 0
place available, place unsecure, 0
parking in bad shape, tables in bad shape, 1
meat disgusting, area unsafe, 0
environment boring, cashier bad, 0
utensils bright, parking space small, 0
parking lot free, setting dark, 0
kitchen impeccable, furniture not washed, 0
payment high, parking space empty, 0
place good taste, place disgusting, 0
facade very clean, parking area safe, 0
prices low, cost low, 1
place safe, place available, 1
utensils disgusting, organization grumpy, 0
place unsecure, air conditioning noisy, 0
plate greasy, silverware bad, 1
prices high, snack unappetizing, 0
meat not seasoned, parking free, 0
place large, parking area safe, 1
parking lot hard to find, parking lot poor, 1
area secure, location bad, 0
atmosphere beautiful, ambiance depressing, 0
place safe, parking lot free, 0
parking very clean, hall clean, 1
waiter likable, cost low, 0
payment method affordable, area popular, 0
place trustable, payment method acceptable, 0
cost high, payment method overpriced, 1
fork in bad shape, silverware dirty, 1
parking space available, parking area hard to find, 0
place free, parking area poor, 0
drinks perfectly cooked, main course cold, 0
place remote, food yummy, 0
plate not washed, dessert delicious, 0
air conditioner fancy, silverware lavish, 0
environment beautiful, air conditioner adequate, 1
cutlery stained, silverware in bad shape, 1
place dark, parking space hard to find, 0
setting terrible, parking space free, 0
experience terrible, experience bad, 1
silverware bright, silverware impeccable, 1
parking area small, payment good, 0
area unsecure, cutlery in bad shape, 0
location far, place empty, 0
parking space small, parking lot poor, 1
chair very clean, atmosphere beautiful, 0
ambiance crowded, staff very slow, 0
pasta well seasoned, chicken okay, 1
waiter not professional, air conditioning uncomfortable, 0
furniture very clean, room clean, 1
parking lot available, parking available, 1
place secure, payment method costly, 0
parking area small, parking area narrow, 1
experience good taste, payment overpriced, 0
lunch high quality, meat organic, 1
place small, parking lot poor, 1
price expensive, cost overpriced, 1
breakfast flavorless, lighting adequate, 0
soup unappetizing, parking area narrow, 0
air conditioning charming, staff friendly, 0
ambiance good, food high quality, 0
payment method overpriced, prices overpriced, 1
payment method cheap, payment method acceptable, 1
furniture bright, chair clean, 1
air conditioner happy, air conditioner memorable, 1
place downtown, place touristy, 1
lighting dark, ambiance bad, 1
music calming, atmosphere terrible, 0
fish tasty, parking lot narrow, 0
ambiance fancy, cost overpriced, 0
waitresses not professional, chairs very clean, 0
air conditioner terrible, chicken very spicy, 0
main course flavorless, meat flavorless, 1
experience excellent, chair in bad shape, 0
table impeccable, cost not too expensive, 0
price low, payment method low, 1
parking lot available, parking lot safe, 1
organization slow, price hot, 0
parking lot narrow, payment method high, 0
air conditioning bad taste, parking area hard to find, 0
furniture stained, silverware not washed, 1
parking space poor, payment fair, 0
air conditioner good taste, air conditioner relaxing, 1
location dangerous, pizza flavorless, 0
waitresses very slow, payment method cheap, 0
dishes in bad shape, spoon not washed, 1
table very clean, waiters high quality, 0
main course cold, parking area poor, 0
area popular, payment method fair, 0
soup perfectly cooked, cooking okay, 1
air conditioning fancy, fish very spicy, 0
line slow, air conditioning sad, 0
waiters grumpy, price acceptable, 0
service bad, main high quality, 0
place far, address unsecure, 1
parking area narrow, parking lot small, 1
utensils shining, place clean, 1
place good, place touristy, 1
parking lot free, service quick, 0
price acceptable, payment good, 1
furniture terrible, address touristy, 0
dessert succulent, service helpful, 0
payment method affordable, price low, 1
environment comfortable, price overpriced, 0
prices overpriced, payment method overpriced, 1
experience good taste, room dirty, 0
staff horrible, service grumpy, 1
address unsecure, parking area empty, 0
parking area unavailable, parking lot hard to find, 1
address good, area good, 1
place bad, organization very slow, 0
organization fast, waiters high quality, 1
payment high, salad excellent, 0
parking space narrow, parking area poor, 1
music horrible, air conditioning horrible, 1
silverware washed, line slow, 0
plate not washed, staff professional, 0
cost high, location near, 0
prices high, organization slow, 0
