defrayment pricy, chairs repellant, 0
ventilation system uncomfortable, ambiance crowded, 1
breakfast flavorless, gallus gallus savorless, 1
piece of furniture repelling, payment fair, 0
plates oleaginous, air conditioning passable, 0
area secure, reference near, 1
location safe, terms high-priced, 0
drinking repellent, address bad, 0
utensils very clean, region unsecure, 0
area secure, area safe, 1
damage low, payment low, 1
area polluted, country polluted, 1
chairs too-generous, tables unstinted, 1
place hard to find, drinking glass unstinted, 0
line fast, waiter very slow, 0
parking area free, hygienics skanky, 0
chairs too-generous, parking lot unavailable, 0
place trustable, property good, 1
eating utensil revolting, organization bad, 0
plate very clean, service big, 0
waitresses good, atmosphere dark, 0
parking space useable, parking lot usable, 1
environment crowded, service knowledgable, 0
payment method hot, payment method overdone, 1
property hard to find, place bad, 0
country grievous, sideboard bright, 0
place available, cutlery too-generous, 0
place dark, speech bad, 1
service well-disposed, area racy, 0
services knowledgable, organisation well-disposed, 1
organization not professional, defrayment dear, 0
line likeable, server grumpy, 0
fares voluptuous, fish tasty, 1
place disgusting, payment overstated, 0
chair unstinting, tables very clean, 1
area nigh, beverage salubrious, 0
spoonful loathsome, defrayment raging, 0
defrayal low, environs informal, 0
damage overpriced, property grievous, 0
luncheon loathly, table munificent, 0
cost acceptable, payment method cheap, 1
staff helpful, organisation well trained, 1
piece of furniture bright, cutlery plushy, 1
place hard to find, parking lot unavailable, 1
staff not professional, address secure, 0
parking lot hard to find, defrayment pricy, 0
defrayal not too expensive, location dark, 0
euphony bad taste, lighting terrible, 1
organization friendly, cashier friendly, 1
cutlery brilliant, server likable, 0
airing first-class, crotch distasteful, 0
place poor, property grievous, 0
property small, cutlery lucullan, 0
main course healthy, sweet salubrious, 1
property dangerous, place big, 1
way repellent, bathroom greasy, 1
parking area uncommitted, place safe, 1
damage expensive, payment method hot, 1
organization knowledgable, hygiene unstinting, 0
environment dark, facade very clean, 0
area grievous, cost fair, 0
country unsafe, address grievous, 1
parking lot poor, price acceptable, 0
parking lot poor, price high, 0
location dark, region life-threatening, 1
region secure, area nigh, 1
spoonful loathsome, glass repellant, 1
damage overpriced, staff not so helpful, 0
place uncommitted, parking space free, 1
property bad, scope big, 1
hall impeccable, main course tasty, 0
environs uncomfortable, environs crowded, 1
dinner party splendid, ambience cosy, 0
main course savory, property trustable, 0
food horrific, damage acceptable, 0
parking area hard to find, intellectual nourishment fantabulous, 0
address bad, place life-threatening, 1
pizza very spicy, rice not seasoned, 1
utensils white clean, bath very clean, 1
religious service not professional, staff slow, 1
dish clean, euphony dark, 0
parking area small, alimentary paste red-hot, 0
waitress very slow, services well-disposed, 0
entree delicious, cuisine tasty, 1
country unsafe, breakfast savourless, 0
service efficient, service high quality, 1
cutlery poor, silverware vivid, 0
entree distasteful, cookery good for you, 0
line well trained, staff likable, 1
environs bad, chair sebaceous, 0
entree yummy, culinary art luscious, 1
furniture terrible, waiters quick, 0
parking area uncommitted, environs horrible, 0
entree high quality, country secure, 0
parking space poor, parking lot hard to find, 1
parking area narrow, parking area small, 1
dishful salubrious, parking area narrow, 0
furniture cosy, furniture good, 1
place narrow, parking space empty, 0
defrayment high-priced, defrayment overpriced, 1
parking hard to find, property small, 1
main course loathsome, culinary art good for you, 0
drinking glass dirty, area trustable, 0
area unsecure, region big, 1
reference trustable, region near, 1
parking lot small, dish impeccable, 0
religious service well-disposed, piece of furniture washed, 0
parking space free, parking space empty, 1
place good taste, experience good taste, 1
damage good, damage fair, 1
line likable, staff very slow, 0
speech touristy, area good, 1
property dark, country unsecure, 1
hall too-generous, staff grumpy, 0
waiters bad, address life-threatening, 0
country far, air conditioner charming, 0
line no delay, staff not so helpful, 0
lighting good, ambiance depressing, 0
staff very slow, faculty well-disposed, 0
utensils revolting, way sebaceous, 1
computer menu big, dessert flavourless, 1
place free, parking space free, 1
place free, place unsecure, 0
staff horrible, staff not so helpful, 1
toll overdone, spoonful repellent, 0
place good taste, entree revolting, 0
location racy, reference good, 1
nutrient good for you, transportation high quality, 1
waiter not so helpful, service friendly, 0
soup yummy, parking free, 0
ventilation system comfortable, defrayal high, 0
soup big, location good, 0
property nigh, cashier good, 0
parking lot poor, place small, 1
plates salubrious, damage not too expensive, 0
property unavailable, furniture bright, 0
leg very spicy, main loathsome, 1
defrayal expensive, air conditioning terrible, 0
drinkable unappetizing, main dish flavourless, 1
organisation not so helpful, plate yucky, 0
window dressing oleaginous, music depressing, 0
table dirty, place bad, 1
sweet good for you, afters high quality, 1
location remote, country polluted, 1
admittance luscious, boozing okay, 1
experience bad, article of furniture big, 1
defrayal cheap, payment method cheap, 1
region secure, reference good, 1
defrayal overdone, line grumpy, 0
staff big, staff not so helpful, 1
environs tolerable, parking area free, 0
waiter well trained, staff professional, 1
boozing yummy, payment overpriced, 0
damage low, defrayal low, 1
area nigh, access bad, 0
server very slow, ventilation great, 0
defrayal high-priced, cost costly, 1
environs terrible, ventilating system bad, 1
payment overpriced, cost pricey, 1
property uncommitted, place lively, 0
ramification repelling, main course vapid, 1
payment fair, fare red-hot, 0
ambiance charming, ambiance calming, 1
place nigh, cookery toothsome, 0
euphony noisy, cost fair, 0
cost costly, food for thought insipid, 0
experience relaxing, tabular array revolting, 0
dinner party high quality, cashier well trained, 0
window dressing oleaginous, cost affordable, 0
ventilation system outstanding, place excellent, 1
bathroom clean, room bright, 1
parking space narrow, hygienics luxurious, 0
knife bad, sideboard wicked, 1
parking area usable, parking lot empty, 1
ventilating system horrible, drinking glass dirty, 0
air sad, scene bad, 1
solid food succulent, pasta first-class, 1
bathroom loathsome, branch salubrious, 0
payment not too expensive, damage cheap, 1
pasta repellent, country safe, 0
parking area poor, parking lot unavailable, 1
parking hard to find, boozing horrendous, 0
property racy, furniture distasteful, 0
damage low, air conditioner nice, 0
country unsecure, accession good for you, 0
steak revolting, main course skanky, 1
services high quality, waitress well-disposed, 1
steak good for you, potable good for you, 1
ventilation system splendid, staff horrible, 0
experience uncomfortable, parking lot available, 0
defrayment affordable, cost cheap, 1
pizza salubrious, parking area large, 0
country big, ventilation system great, 0
server not professional, waiter grumpy, 1
religious service very slow, cost overdone, 0
dishful distasteful, food for thought healthy, 0
price cheap, defrayal fair, 1
parking lot poor, scene excellent, 0
waitresses not professional, parking lot usable, 0
place unsecure, plate unstinted, 0
payment low, price low, 1
waitresses grumpy, faculty not so helpful, 1
scene tolerable, organization likable, 0
parking lot hard to find, drinking glass unsparing, 0
parking lot small, parking available, 0
dessert red-hot, solid food yummy, 1
ventilating system big, cashier good, 0
nutrient luscious, scene uncomfortable, 0
cashier grumpy, staff not so helpful, 1
waitress very slow, religious service bad, 1
parking space available, parking space small, 0
environment crowded, experience sad, 1
piece of furniture big, defrayment dear, 0
carte du jour novel, tiffin interesting, 1
piece of furniture uncomfortable, air conditioning crowded, 1
plates good for you, alimentary paste unappetizing, 0
solid food ok, chicken voluptuous, 1
surround fair to middling, surround first-class, 1
terms not too expensive, terms high-priced, 0
price low, line knowledgable, 0
admittance luscious, dish savory, 1
religious service well-disposed, property life-threatening, 0
price not too expensive, bath greasy, 0
line well-disposed, scope passable, 0
server well trained, cashier quick, 1
staff grumpy, faculty very slow, 1
terms not too expensive, parking hard to find, 0
area unsafe, main course good for you, 0
area popular, region big, 0
fish savourless, property bad, 0
main course okay, atmosphere terrible, 0
crotch impeccable, setting comfortable, 0
main first-class, setting big, 0
place trustable, address trustable, 1
parking area free, place free, 1
parking space safe, place free, 1
price fair, nutrient salubrious, 0
drinking glass clean, furniture impeccable, 1
parking lot empty, parking space hard to find, 0
intellectual nourishment fantabulous, area unsecure, 0
cashier helpful, plate revolting, 0
air big, staff grumpy, 0
parking space large, property usable, 1
lighting great, experience outstanding, 1
speech racy, region big, 0
parking area poor, place small, 1
region good, air conditioning splendid, 0
cost overstated, toll high, 1
waitresses not professional, drinking glass unstinting, 0
ventilation system sophisticated, place passable, 1
property life-threatening, defrayment dear, 0
air conditioning nice, piece of furniture memorable, 1
parking space poor, parking space free, 0
air conditioning dark, staff quick, 0
parking area poor, fish high quality, 0
boozing very spicy, beverage savourless, 1
air conditioning terrible, music passable, 0
facade very clean, damage not too expensive, 0
property bad, pasta high quality, 0
eating utensil repellent, location touristy, 0
air conditioning boring, music bad taste, 1
line not professional, trays impeccable, 0
organization friendly, hygienics repelling, 0
region safe, furniture fair to middling, 0
price overdone, price hot, 1
food for thought organic, property large, 0
speech grievous, cashier very slow, 0
hygiene in bad shape, table loathly, 1
parking loathsome, service not so helpful, 0
hall unstinted, chair unstinted, 1
cost not too expensive, payment method good, 1
toll overdone, waiter well trained, 0
area unsafe, country dark, 1
defrayment good, defrayment affordable, 1
place small, parking space hard to find, 1
toll high, defrayment pricey, 1
card perfectly cooked, way unstinting, 0
service friendly, payment overstated, 0
services high quality, frontage big, 0
poulet toothsome, place in bad shape, 0
property hard to find, parking lot poor, 1
hygiene distasteful, religious service not so helpful, 0
hygiene loathsome, price pricy, 0
cost affordable, payment low, 1
country serious, prices overstated, 0
property life-threatening, place bad, 1
terms not too expensive, cost expensive, 0
hall greasy, country nigh, 0
parking space hard to find, staff knowledgable, 0
faculty very slow, parking space unavailable, 0
culinary art good for you, place safe, 0
silverware overgenerous, piece of furniture plush, 1
cuisine well seasoned, room repellant, 0
property far, area unsafe, 1
damage good, cost affordable, 1
ramification high quality, address safe, 0
steak delicious, defrayal overstated, 0
place good, property nigh, 1
prices high, defrayment pricy, 1
toll overstated, organization knowledgable, 0
afters good for you, preparation high quality, 1
room distasteful, place dark, 0
poulet voluptuous, transportation first-class, 1
property dangerous, location dark, 1
area popular, place safe, 1
parking space narrow, parking lot unavailable, 1
area remote, property big, 0
parking area poor, defrayment high-priced, 0
religious service not professional, property available, 0
terms overstated, speech unsecure, 0
meals unappetizing, region big, 0
price affordable, religious service knowledgable, 0
surround first-class, place charming, 1
country polluted, line helpful, 0
property available, property available, 1
utensils greasy, place oleaginous, 1
parking lot usable, parking space usable, 1
furniture dark, region near, 0
property safe, property safe, 1
bill of fare first-class, pizza succulent, 1
religious service very slow, waitresses very slow, 1
parking space available, parking space available, 1
parking area large, parking oleaginous, 0
location dangerous, parking area safe, 0
payment method pricy, air calming, 0
parking space empty, hygienics disgusting, 0
organization quick, facade unstinted, 0
parking area useable, parking area useable, 1
parking area uncommitted, property free, 1
prices high-priced, price expensive, 1
organization not professional, location unsafe, 0
piece of furniture dirty, computer address life-threatening, 0
organization slow, waiters grumpy, 1
defrayment not too expensive, meat flat, 0
knife sebaceous, waitress well-disposed, 0
hygienics plushy, spoonful dirty, 0
services not so helpful, furniture horrible, 0
line well trained, organization quick, 1
cashier bad, damage not too expensive, 0
arm good for you, boozing high quality, 1
drinkable voluptuous, dejeuner healthy, 0
decor great, region trustable, 0
experience happy, defrayal acceptable, 0
service very slow, bathroom overgenerous, 0
server likable, branch high quality, 0
faculty not professional, cost exaggerated, 0
parking space small, parking area narrow, 1
place crowded, defrayal fair, 0
meal yucky, food for thought distasteful, 1
air conditioning good taste, euphony adequate, 1
server fast, eating utensil too-generous, 0
parking lot unavailable, server well trained, 0
carte loathsome, dejeuner dread, 1
property dark, piece of furniture clean, 0
parking greasy, place poor, 0
location unsafe, damage cheap, 0
air conditioning relaxing, damage costly, 0
eating utensil lucullan, cost acceptable, 0
property trustable, area popular, 1
air conditioning big, service professional, 0
prices low, prices not too expensive, 1
place bad, damage low, 0
parking space hard to find, air conditioning fancy, 0
knife unsparing, region near, 0
background uncomfortable, address remote, 0
experience dark, parking area poor, 0
damage overpriced, drinking glass repellant, 0
location safe, afters insipid, 0
air conditioner decent, air conditioner outstanding, 1
parking lot narrow, trays unstinting, 0
setting cosy, piece of furniture happy, 1
piece of furniture snug, air conditioner decent, 1
place remote, country polluted, 1
line high quality, cashier fast, 1
parking area poor, piece of furniture boring, 0
defrayment pricy, damage expensive, 1
parking available, air conditioner passable, 0
price overstated, ambiance excellent, 0
article of furniture unsparing, hall unstinting, 1
dessert high quality, sideboard unstinting, 0
organization knowledgable, parking space small, 0
staff big, air conditioner boring, 0
waiter well-disposed, speech good, 0
elbow room repellant, speech far, 0
room oleaginous, prices overdone, 0
waitress not so helpful, place uncommitted, 0
place excellent, dish fantabulous, 0
property hard to find, access high quality, 0
experience excellent, way revolting, 0
air pleasant, parking space hard to find, 0
cost costly, payment method overpriced, 1
environment cosy, country polluted, 0
payment method cheap, computer menu high quality, 0
drinking glass dirty, eating utensil greasy, 1
toll low, ambience snug, 0
property small, parking area poor, 1
parking space poor, property hard to find, 1
defrayal overstated, price cheap, 0
cashier slow, waitresses well-disposed, 0
line grumpy, area popular, 0
staff big, utensils loathsome, 0
piece of furniture munificent, region polluted, 0
toll overdone, price overpriced, 1
place hard to find, property unavailable, 1
cashier good, staff quick, 1
property empty, staff good, 0
parking area poor, admittance good for you, 0
prices overstated, defrayment overpriced, 1
place large, parking lot empty, 1
environs first-class, experience decent, 1
service very slow, service not so helpful, 1
parking area empty, ventilating system horrible, 0
drinkable luscious, ventilation system beautiful, 0
location remote, plate clean, 0
entree juicy, fish succulent, 1
utensils distasteful, cutlery stained, 1
lunch luscious, defrayment cheap, 0
country big, lunch good for you, 0
organization not professional, prices overstated, 0
property hard to find, organization slow, 0
boozing savorless, parking area small, 0
staff grumpy, divine service very slow, 1
parking convenience hard to find, organization bad, 0
defrayal cheap, price good, 1
property large, parking space large, 1
property usable, place safe, 1
ambiance happy, room distasteful, 0
spoonful greasy, piece of furniture loathsome, 1
area dark, cashier quick, 0
country racy, ventilating system uncomfortable, 0
property passable, divine service good, 0
eating utensil unsparing, place downtown, 0
dejeuner flavourless, place uncommitted, 0
parking space narrow, sideboard overgenerous, 0
rice yummy, drink luscious, 1
prices overpriced, defrayment pricey, 1
cutlery poor, payment method high-priced, 0
property hard to find, parking area unavailable, 1
damage expensive, region dark, 0
glass loathsome, elbow room loathsome, 1
euphony nice, article of furniture fair to middling, 1
defrayal fair, ambiance snug, 0
crotch repellant, article of furniture passable, 0
ambiance passable, piece of furniture crowded, 0
parking too-generous, table unsparing, 1
religious service very slow, line grumpy, 1
defrayment hot, place remote, 0
parking lot free, parking space available, 1
sideboard smart, plates unstinting, 1
parking lot free, address nigh, 0
place narrow, music fantabulous, 0
drinking good, subdivision red-hot, 1
tiffin flat, facade unstinted, 0
salad succulent, plates good for you, 0
location near, cuisine yummy, 0
ventilation system uncomfortable, parking space useable, 0
elbow room greasy, utensils yucky, 1
parking unsparing, meat tasty, 0
divine service very slow, cashier not so helpful, 1
carte du jour cold, access repellant, 1
air conditioner bad, ventilating system bad taste, 1
plate bad, cost exaggerated, 0
area dark, environs adequate, 0
dinner very spicy, parking hard to find, 0
address unsecure, main dish loathly, 0
property free, parking lot usable, 1
meals loathsome, organisation not professional, 0
environs nice, defrayment overdone, 0
place poor, cost pricy, 0
cashier helpful, cost dear, 0
air conditioner terrible, elbow room loathsome, 0
defrayment cheap, faculty very slow, 0
divine service well-disposed, parking space hard to find, 0
accession loathly, location popular, 0
service quick, cashier helpful, 1
price overpriced, accession bad, 0
place safe, bathroom impeccable, 0
parking convenience hard to find, price dear, 0
intellectual nourishment red-hot, server well-disposed, 0
counter clean, trays very clean, 1
salad salubrious, bill of fare good for you, 1
afters interesting, meat voluptuous, 1
piece of furniture unstinting, defrayment high-priced, 0
drunkenness yucky, drinks loathsome, 1
cutlery loathly, room revolting, 1
access salubrious, faculty very slow, 0
utensils shining, table dirty, 0
speech good, server grumpy, 0
area serious, payment overdone, 0
hall unsparing, environs bad taste, 0
organisation well-disposed, property unavailable, 0
furniture cosy, air conditioner intimate, 1
server very slow, property available, 0
furniture great, place cosy, 1
toll high-priced, scope fair to middling, 0
parking area narrow, parking convenience hard to find, 1
cost not too expensive, main dish very spicy, 0
drinking voluptuous, drinking voluptuous, 1
euphony attractive, chairs very clean, 0
location far, lighting first-class, 0
location dark, country unsafe, 1
organization very slow, cashier not professional, 1
ambience adequate, dessert luscious, 0
main dish tasty, spoonful repellant, 0
environs boring, setting big, 1
plate bad, property unavailable, 0
area serious, place unsecure, 1
waiters bad, service horrible, 1
payment method hot, furniture dirty, 0
payment high-priced, country racy, 0
property life-threatening, property unsecure, 1
price overdone, damage expensive, 1
way greasy, hygienics munificent, 0
country good, payment method costly, 0
parking lot large, place first-class, 0
place touristy, drinking glass impeccable, 0
property small, organization well-disposed, 0
plate unstinted, bath very clean, 1
parking area poor, place poor, 1
service bad, region big, 0
carte insipid, main course loathsome, 1
scene terrible, poulet organic, 0
religious service high quality, cookery awful, 0
place hard to find, place hard to find, 1
area good, reference racy, 1
reference nigh, place good, 1
parking convenience hard to find, service professional, 0
dinner party okay, carte du jour splendid, 1
price low, payment method not too expensive, 1
parking area free, cost costly, 0
bathroom unstinted, defrayment affordable, 0
pizza pie tasty, parking space narrow, 0
place useable, property safe, 1
hygiene impeccable, drink vapid, 0
parking space poor, staff professional, 0
property fantabulous, ambiance first-class, 1
line well trained, property unsafe, 0
region polluted, cost pricy, 0
area racy, staff big, 0
waiters bad, defrayment dear, 0
tray repellent, property sebaceous, 1
waitress not professional, place safe, 0
pasta savourless, parking space useable, 0
furniture clean, meat not seasoned, 0
cutlery revolting, area trustable, 0
defrayal high, property empty, 0
damage fair, payment method affordable, 1
services high quality, piece of furniture sebaceous, 0
place safe, property free, 1
air calming, article of furniture tolerable, 1
drinking glass repellant, experience charming, 0
cost high-priced, damage overdone, 1
parking space uncommitted, parking area uncommitted, 1
accession salubrious, location secure, 0
glasses sebaceous, plates oleaginous, 1
faculty grumpy, service bad, 1
region far, server slow, 0
cutlery lush, trays impeccable, 1
background fantabulous, parking lot narrow, 0
hygienics poor, bathroom loathly, 1
region grievous, payment not too expensive, 0
reference unsecure, server grumpy, 0
price good, payment method acceptable, 1
tiffin high quality, tabular array bright, 0
cost exaggerated, parking space uncommitted, 0
air conditioner dark, meat high quality, 0
defrayment expensive, country dark, 0
ambiance excellent, beverage high quality, 0
chair greasy, payment low, 0
area grievous, parking area empty, 0
parking lot useable, parking free, 1
property tolerable, lighting good, 1
dinner party salubrious, defrayment costly, 0
parking area safe, parking available, 1
piece of furniture too-generous, damage high, 0
atmosphere noisy, property life-threatening, 0
payment method acceptable, food bad, 0
spoon not washed, fare high quality, 0
speech good, location safe, 1
silverware munificent, bathroom very clean, 1
price not too expensive, location trustable, 0
ambience terrible, article of furniture big, 1
dish juicy, dish luscious, 1
environment horrible, place trustable, 0
defrayal high, cost high-priced, 1
air conditioning bad, main dish salubrious, 0
snack good for you, entree healthy, 1
payment method cheap, article of furniture impeccable, 0
property usable, cutlery disgustful, 0
location secure, drinking yucky, 0
parking lot hard to find, place large, 0
snack repellant, repast savory, 0
reference nigh, parking lot available, 0
defrayal not too expensive, toll low, 1
accession salubrious, ambiance bad, 0
cost not too expensive, organisation knowledgable, 0
region trustable, damage overdone, 0
waiters very slow, country trustable, 0
payment method cheap, waiters well-disposed, 0
parking lot poor, property unavailable, 1
bath sebaceous, damage exaggerated, 0
sideboard in bad shape, property small, 0
cashier bad, place safe, 0
area dark, country unsafe, 1
ambience first-class, piece of furniture soothing, 1
scene beautiful, price low, 0
meat delicious, parking space poor, 0
price not too expensive, terms not too expensive, 1
air conditioning first-class, background good, 1
glassful too-generous, cashier helpful, 0
piece of furniture calming, cost good, 0
address safe, place downtown, 1
payment overstated, parking lot small, 0
tiffin disgusting, parking space narrow, 0
waitresses high quality, place hard to find, 0
payment method overstated, reference touristy, 0
faculty grumpy, region near, 0
parking space poor, staff well-disposed, 0
air conditioner boring, prices high-priced, 0
cashier well trained, region serious, 0
defrayment exaggerated, price high-priced, 1
euphony calming, environs great, 1
defrayment dear, intellectual nourishment salubrious, 0
cashier good, hygienics in bad shape, 0
ambience horrible, ventilation system bad, 1
kitchen overgenerous, piece of furniture very clean, 1
location unsafe, country remote, 1
environs happy, afters first-class, 0
location far, drinkable savory, 0
cuisine very spicy, parking space narrow, 0
ambience charming, property good taste, 1
parking area poor, parking lot hard to find, 1
area racy, price dear, 0
parking lot available, food salubrious, 0
defrayment acceptable, toll high-priced, 0
drink terrible, window dressing bad, 0
scope fair to middling, region far, 0
reference good, defrayment affordable, 0
steak yum, trays in bad shape, 0
plate repellent, hygienics loathsome, 1
defrayment high-priced, price pricey, 1
damage not too expensive, air conditioner uncomfortable, 0
cashier likeable, dejeuner distasteful, 0
line knowledgable, organisation very slow, 0
property touristy, parking lot empty, 0
euphony boring, parking space unavailable, 0
damage overstated, cost not too expensive, 0
environment terrible, music big, 1
boozing yummy, parking lot uncommitted, 0
defrayment cheap, soup voluptuous, 0
organisation well trained, organization not so helpful, 0
service big, parking area unavailable, 0
air conditioner fair to middling, setting beautiful, 1
accession terrible, defrayal overstated, 0
region grievous, toll low, 0
parking lot narrow, services knowledgable, 0
organization very slow, payment acceptable, 0
region near, plate not washed, 0
piece of furniture fancy, piece of furniture overgenerous, 0
payment low, dinner party voluptuous, 0
area trustable, property available, 0
speech unsecure, area far, 1
parking area hard to find, waiters high quality, 0
parking lot unavailable, parking area unavailable, 1
background first-class, ambiance informal, 1
drinkable yucky, setting great, 0
waitresses high quality, line no delay, 1
parking convenience hard to find, parking area unavailable, 1
arm first-class, area polluted, 0
ventilating system horrible, silverware unsparing, 0
organization well-disposed, way too-generous, 0
parking lot large, speech bad, 0
parking lot useable, hygiene in bad shape, 0
location dark, location big, 1
staff very slow, pizza loathly, 0
terms high-priced, entree insipid, 0
service likable, line likeable, 1
spoon greasy, glass repellent, 1
cost high, payment method overpriced, 1
parking area small, place hard to find, 1
property life-threatening, food tasty, 0
defrayment good, cost cheap, 1
cashier well trained, dinner party awful, 0
religious service knowledgable, organization good, 1
computer address life-threatening, parking lot unavailable, 0
place free, toll overdone, 0
server fast, spoonful loathly, 0
cooking okay, briny luscious, 1
euphony dark, scene dark, 1
furniture fair to middling, religious service high quality, 0
property dark, ramification good for you, 0
toll low, divine service very slow, 0
parking area usable, defrayal not too expensive, 0
parking space narrow, tables impeccable, 0
dishful loathsome, pizza voluptuous, 0
cost high-priced, property unavailable, 0
dessert cold, place large, 0
parking space useable, parking space hard to find, 0
hygienics unsparing, property uncommitted, 0
place uncommitted, cost low, 0
parking area hard to find, air conditioning sophisticated, 0
dish big, crotch oleaginous, 1
plates luscious, cashier well-disposed, 0
place oleaginous, rice high quality, 0
main high quality, parking hard to find, 0
reference unsecure, ambiance informal, 0
environs bad taste, experience horrible, 1
parking area poor, scope enough, 0
environs excellent, air cozy, 1
setting crowded, ambiance big, 1
address life-threatening, meat big, 0
drink flavorless, location nigh, 0
service big, address remote, 0
frontage unsparing, utensils lush, 1
faculty well-disposed, organisation well trained, 1
reference nigh, service bad, 0
cashier likeable, trays big, 0
area nigh, area downtown, 1
drink good, plate toothsome, 1
ventilation system crowded, furniture oleaginous, 0
hygienics shining, parking space available, 0
cost high, plate good for you, 0
facade impeccable, property impeccable, 1
parking hard to find, parking hard to find, 1
area bad, cooking savory, 0
place unsafe, way very clean, 0
price pricy, salad savourless, 0
parking lot empty, main course high quality, 0
damage exaggerated, defrayment high-priced, 1
waiters very slow, divine service very slow, 1
defrayal high, place narrow, 0
speech unsecure, service not professional, 0
afters good, ventilating system soothing, 0
organisation well-disposed, place free, 0
service very slow, property empty, 0
cost overstated, nutrient salubrious, 0
defrayment acceptable, place free, 0
parking space empty, speech good, 0
defrayment cheap, ambience bad, 0
waitress grumpy, waiters not professional, 1
cutlery unstinted, cutlery overgenerous, 1
pasta insipid, defrayal affordable, 0
air conditioning big, lighting passable, 0
place good, place lively, 1
drinkable repellant, branch repellant, 1
parking area small, parking area unavailable, 1
steak insipid, pasta distasteful, 1
area good, cuisine salubrious, 0
drunkenness loathly, server bad, 0
dishes unsparing, toll not too expensive, 0
region life-threatening, place bad, 1
drink yum, payment high, 0
window dressing impeccable, parking lot large, 0
cashier well trained, defrayment pricey, 0
property useable, staff good, 0
damage overdone, waiter knowledgable, 0
parking space uncommitted, property small, 0
country racy, organization fast, 0
price affordable, defrayment acceptable, 1
kitchen dirty, reference life-threatening, 0
solid food delicious, organization not so helpful, 0
air bad taste, parking area empty, 0
server grumpy, defrayment not too expensive, 0
cashier likable, place munificent, 0
price hot, air conditioning sad, 0
payment acceptable, computer menu big, 0
hall oleaginous, food delicious, 0
place life-threatening, reference far, 1
kitchen dirty, tables distasteful, 1
speech good, region secure, 1
price pricy, cutlery wicked, 0
parking area usable, dinner party loathsome, 0
table washed, property unavailable, 0
defrayal not too expensive, price pricy, 0
damage overdone, plate high quality, 0
room disgusting, sideboard yucky, 1
tabular array munificent, line not professional, 0
dish very clean, tabular array washed, 1
area big, country grievous, 1
parking hard to find, scene first-class, 0
